Iteration,Best_Clique_Size,Best_Clique
0,32,"[148, 218, 652, 291, 53, 281, 467, 648, 30, 251, 151, 141, 253, 672, 275, 86, 294, 677, 252, 607, 586, 247, 392, 391, 512, 372, 481, 578, 592, 78, 126, 666]"
1,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
2,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
3,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
4,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
5,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
6,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
7,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
8,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
9,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
10,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
11,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
12,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
13,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
14,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
15,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
16,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
17,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
18,34,"[8, 408, 386, 128, 436, 607, 296, 635, 7, 648, 29, 392, 322, 583, 86, 372, 324, 553, 75, 121, 294, 117, 72, 305, 114, 281, 677, 578, 575, 494, 105, 316, 622, 396]"
