Iteration,Best_Clique_Size,Best_Clique
0,31,"[575, 583, 316, 635, 378, 477, 464, 396, 553, 355, 118, 289, 618, 578, 323, 666, 406, 129, 211, 350, 614, 372, 75, 251, 677, 192, 580, 367, 586, 360, 105]"
1,31,"[575, 583, 316, 635, 378, 477, 464, 396, 553, 355, 118, 289, 618, 578, 323, 666, 406, 129, 211, 350, 614, 372, 75, 251, 677, 192, 580, 367, 586, 360, 105]"
2,31,"[575, 583, 316, 635, 378, 477, 464, 396, 553, 355, 118, 289, 618, 578, 323, 666, 406, 129, 211, 350, 614, 372, 75, 251, 677, 192, 580, 367, 586, 360, 105]"
3,31,"[575, 583, 316, 635, 378, 477, 464, 396, 553, 355, 118, 289, 618, 578, 323, 666, 406, 129, 211, 350, 614, 372, 75, 251, 677, 192, 580, 367, 586, 360, 105]"
4,31,"[575, 583, 316, 635, 378, 477, 464, 396, 553, 355, 118, 289, 618, 578, 323, 666, 406, 129, 211, 350, 614, 372, 75, 251, 677, 192, 580, 367, 586, 360, 105]"
5,32,"[495, 116, 344, 488, 251, 653, 465, 600, 72, 25, 611, 128, 436, 148, 117, 239, 121, 162, 392, 575, 587, 396, 607, 512, 188, 652, 294, 75, 367, 291, 578, 483]"
6,32,"[495, 116, 344, 488, 251, 653, 465, 600, 72, 25, 611, 128, 436, 148, 117, 239, 121, 162, 392, 575, 587, 396, 607, 512, 188, 652, 294, 75, 367, 291, 578, 483]"
7,32,"[495, 116, 344, 488, 251, 653, 465, 600, 72, 25, 611, 128, 436, 148, 117, 239, 121, 162, 392, 575, 587, 396, 607, 512, 188, 652, 294, 75, 367, 291, 578, 483]"
8,32,"[495, 116, 344, 488, 251, 653, 465, 600, 72, 25, 611, 128, 436, 148, 117, 239, 121, 162, 392, 575, 587, 396, 607, 512, 188, 652, 294, 75, 367, 291, 578, 483]"
9,32,"[495, 116, 344, 488, 251, 653, 465, 600, 72, 25, 611, 128, 436, 148, 117, 239, 121, 162, 392, 575, 587, 396, 607, 512, 188, 652, 294, 75, 367, 291, 578, 483]"
10,32,"[495, 116, 344, 488, 251, 653, 465, 600, 72, 25, 611, 128, 436, 148, 117, 239, 121, 162, 392, 575, 587, 396, 607, 512, 188, 652, 294, 75, 367, 291, 578, 483]"
11,33,"[488, 481, 51, 192, 106, 458, 372, 396, 75, 521, 128, 49, 578, 86, 252, 350, 53, 132, 436, 561, 607, 635, 247, 148, 188, 652, 291, 324, 316, 391, 611, 378, 494]"
12,33,"[488, 481, 51, 192, 106, 458, 372, 396, 75, 521, 128, 49, 578, 86, 252, 350, 53, 132, 436, 561, 607, 635, 247, 148, 188, 652, 291, 324, 316, 391, 611, 378, 494]"
13,33,"[488, 481, 51, 192, 106, 458, 372, 396, 75, 521, 128, 49, 578, 86, 252, 350, 53, 132, 436, 561, 607, 635, 247, 148, 188, 652, 291, 324, 316, 391, 611, 378, 494]"
14,33,"[488, 481, 51, 192, 106, 458, 372, 396, 75, 521, 128, 49, 578, 86, 252, 350, 53, 132, 436, 561, 607, 635, 247, 148, 188, 652, 291, 324, 316, 391, 611, 378, 494]"
