Iteration,Best_Clique_Size,Best_Clique
0,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
1,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
2,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
3,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
4,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
5,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
6,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
7,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
8,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
9,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
10,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
11,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
12,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
13,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
14,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
15,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
16,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
17,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
18,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
19,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
20,11,"[498, 385, 35, 185, 223, 194, 13, 435, 470, 216, 88]"
21,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
22,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
23,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
24,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
25,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
26,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
27,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
28,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
29,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
30,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
31,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
32,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
33,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
34,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
35,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
36,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
37,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
38,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
39,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
40,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
41,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
42,12,"[337, 428, 153, 207, 11, 170, 343, 352, 182, 287, 374, 400]"
