Iteration,Best_Clique_Size,Best_Clique
0,10,"[138, 342, 314, 122, 418, 143, 470, 332, 38, 207]"
1,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
2,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
3,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
4,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
5,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
6,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
7,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
8,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
9,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
10,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
11,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
12,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
13,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
14,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
15,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
16,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
17,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
18,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
19,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
20,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
21,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
22,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
23,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
24,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
25,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
26,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
27,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
28,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
29,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
30,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
31,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
32,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
33,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
34,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
35,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
36,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
37,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
38,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
39,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
40,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
41,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
42,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
43,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
44,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
45,11,"[281, 137, 219, 478, 208, 199, 171, 479, 193, 206, 107]"
46,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
47,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
48,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
49,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
50,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
51,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
52,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
53,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
54,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
55,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
56,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
57,12,"[327, 117, 38, 474, 392, 49, 322, 29, 141, 286, 467, 162]"
