Iteration,Best_Clique_Size,Best_Clique
0,29,"[689, 516, 611, 428, 253, 523, 323, 259, 391, 49, 324, 350, 583, 132, 106, 652, 677, 558, 396, 666, 86, 190, 575, 163, 372, 360, 607, 53, 15]"
1,33,"[311, 536, 146, 494, 561, 675, 118, 367, 575, 116, 47, 349, 322, 104, 296, 238, 148, 131, 8, 325, 29, 316, 305, 586, 239, 496, 607, 117, 150, 677, 75, 192, 121]"
2,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
3,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
4,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
5,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
6,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
7,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
8,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
9,34,"[350, 15, 33, 211, 118, 117, 607, 372, 251, 242, 289, 131, 291, 578, 648, 344, 49, 592, 666, 677, 284, 267, 524, 512, 78, 53, 192, 189, 316, 75, 323, 151, 464, 548]"
10,35,"[453, 211, 464, 407, 135, 118, 75, 401, 349, 47, 140, 242, 512, 467, 192, 188, 121, 49, 561, 360, 510, 386, 578, 580, 151, 648, 524, 350, 247, 677, 305, 105, 659, 316, 392]"
11,35,"[453, 211, 464, 407, 135, 118, 75, 401, 349, 47, 140, 242, 512, 467, 192, 188, 121, 49, 561, 360, 510, 386, 578, 580, 151, 648, 524, 350, 247, 677, 305, 105, 659, 316, 392]"
12,35,"[453, 211, 464, 407, 135, 118, 75, 401, 349, 47, 140, 242, 512, 467, 192, 188, 121, 49, 561, 360, 510, 386, 578, 580, 151, 648, 524, 350, 247, 677, 305, 105, 659, 316, 392]"
13,35,"[453, 211, 464, 407, 135, 118, 75, 401, 349, 47, 140, 242, 512, 467, 192, 188, 121, 49, 561, 360, 510, 386, 578, 580, 151, 648, 524, 350, 247, 677, 305, 105, 659, 316, 392]"
14,35,"[453, 211, 464, 407, 135, 118, 75, 401, 349, 47, 140, 242, 512, 467, 192, 188, 121, 49, 561, 360, 510, 386, 578, 580, 151, 648, 524, 350, 247, 677, 305, 105, 659, 316, 392]"
15,35,"[453, 211, 464, 407, 135, 118, 75, 401, 349, 47, 140, 242, 512, 467, 192, 188, 121, 49, 561, 360, 510, 386, 578, 580, 151, 648, 524, 350, 247, 677, 305, 105, 659, 316, 392]"
