Iteration,Best_Clique_Size,Best_Clique
0,32,"[117, 140, 7, 492, 575, 417, 490, 483, 677, 350, 180, 510, 189, 147, 512, 580, 294, 648, 322, 211, 578, 494, 121, 325, 592, 131, 75, 583, 635, 324, 607, 675]"
1,32,"[117, 140, 7, 492, 575, 417, 490, 483, 677, 350, 180, 510, 189, 147, 512, 580, 294, 648, 322, 211, 578, 494, 121, 325, 592, 131, 75, 583, 635, 324, 607, 675]"
2,32,"[117, 140, 7, 492, 575, 417, 490, 483, 677, 350, 180, 510, 189, 147, 512, 580, 294, 648, 322, 211, 578, 494, 121, 325, 592, 131, 75, 583, 635, 324, 607, 675]"
3,32,"[117, 140, 7, 492, 575, 417, 490, 483, 677, 350, 180, 510, 189, 147, 512, 580, 294, 648, 322, 211, 578, 494, 121, 325, 592, 131, 75, 583, 635, 324, 607, 675]"
4,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
5,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
6,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
7,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
8,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
9,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
10,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
11,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
12,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
13,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
14,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
15,34,"[456, 296, 407, 259, 558, 350, 95, 504, 618, 316, 212, 648, 583, 151, 360, 353, 192, 222, 75, 611, 396, 586, 378, 147, 593, 251, 458, 105, 362, 47, 76, 29, 325, 578]"
16,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
17,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
18,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
19,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
20,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
21,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
22,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
23,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
24,38,"[586, 333, 72, 467, 128, 188, 349, 681, 316, 583, 391, 148, 396, 607, 53, 324, 611, 238, 86, 575, 378, 189, 677, 322, 14, 294, 121, 657, 648, 192, 578, 30, 494, 151, 666, 75, 291, 372]"
