Iteration,Best_Clique_Size,Best_Clique
0,30,"[691, 465, 573, 189, 211, 392, 118, 580, 148, 188, 144, 76, 578, 396, 481, 586, 607, 333, 367, 316, 583, 18, 114, 521, 53, 192, 677, 151, 666, 291]"
1,30,"[691, 465, 573, 189, 211, 392, 118, 580, 148, 188, 144, 76, 578, 396, 481, 586, 607, 333, 367, 316, 583, 18, 114, 521, 53, 192, 677, 151, 666, 291]"
2,30,"[691, 465, 573, 189, 211, 392, 118, 580, 148, 188, 144, 76, 578, 396, 481, 586, 607, 333, 367, 316, 583, 18, 114, 521, 53, 192, 677, 151, 666, 291]"
3,31,"[488, 659, 582, 492, 294, 604, 68, 456, 247, 118, 188, 494, 396, 350, 252, 281, 322, 131, 151, 324, 512, 578, 561, 148, 586, 467, 305, 607, 378, 192, 349]"
4,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
5,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
6,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
7,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
8,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
9,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
10,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
11,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
12,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
13,34,"[86, 381, 360, 583, 72, 251, 291, 353, 126, 316, 561, 260, 350, 548, 406, 211, 677, 151, 252, 396, 281, 607, 29, 75, 192, 294, 378, 481, 666, 322, 372, 391, 148, 586]"
14,35,"[128, 617, 350, 372, 559, 447, 114, 344, 15, 30, 498, 460, 29, 512, 281, 189, 347, 607, 316, 575, 78, 458, 524, 406, 291, 417, 53, 294, 586, 75, 677, 324, 105, 117, 561]"
15,35,"[128, 617, 350, 372, 559, 447, 114, 344, 15, 30, 498, 460, 29, 512, 281, 189, 347, 607, 316, 575, 78, 458, 524, 406, 291, 417, 53, 294, 586, 75, 677, 324, 105, 117, 561]"
16,35,"[128, 617, 350, 372, 559, 447, 114, 344, 15, 30, 498, 460, 29, 512, 281, 189, 347, 607, 316, 575, 78, 458, 524, 406, 291, 417, 53, 294, 586, 75, 677, 324, 105, 117, 561]"
17,35,"[128, 617, 350, 372, 559, 447, 114, 344, 15, 30, 498, 460, 29, 512, 281, 189, 347, 607, 316, 575, 78, 458, 524, 406, 291, 417, 53, 294, 586, 75, 677, 324, 105, 117, 561]"
18,35,"[128, 617, 350, 372, 559, 447, 114, 344, 15, 30, 498, 460, 29, 512, 281, 189, 347, 607, 316, 575, 78, 458, 524, 406, 291, 417, 53, 294, 586, 75, 677, 324, 105, 117, 561]"
19,37,"[76, 155, 648, 349, 421, 307, 524, 322, 510, 367, 211, 192, 677, 296, 53, 284, 360, 105, 611, 578, 29, 121, 118, 512, 47, 75, 316, 14, 151, 580, 607, 386, 350, 583, 86, 372, 114]"
20,37,"[76, 155, 648, 349, 421, 307, 524, 322, 510, 367, 211, 192, 677, 296, 53, 284, 360, 105, 611, 578, 29, 121, 118, 512, 47, 75, 316, 14, 151, 580, 607, 386, 350, 583, 86, 372, 114]"
21,37,"[76, 155, 648, 349, 421, 307, 524, 322, 510, 367, 211, 192, 677, 296, 53, 284, 360, 105, 611, 578, 29, 121, 118, 512, 47, 75, 316, 14, 151, 580, 607, 386, 350, 583, 86, 372, 114]"
